Type,Invoice Code,Invoice Date,Brand Name,Product Code,Qty,Unit Price,Price Before Discount,Price After Discount,Cost,GP,GP Before Disc,Currency
IV,2985713,2018-09-27,NetApp BV,X6562-R6,2,0.00,0.00,0.00,168.15,-168.15,-168.15,Thai Baht
IV,2985713,2018-09-27,NetApp BV,X-33107-00-R6,1,0.00,0.00,0.00,396.30,-396.30,-396.30,Thai Baht
IV,2985713,2018-09-27,NetApp BV,X-80104-00-C,1,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2985713,2018-09-27,NetApp BV,PSNAP-MA,1,0.00,0.00,0.00,50000.00,-50000.00,-50000.00,Thai Baht
IV,2985714,2018-09-27,NetApp BV,X-48895-00-0E-R6-C,4,0.00,0.00,0.00,15038.31,-15038.31,-15038.31,Thai Baht
IV,2985714,2018-09-27,NetApp BV,X6562-R6,2,0.00,0.00,0.00,150.45,-150.45,-150.45,Thai Baht
IV,2985714,2018-09-27,NetApp BV,CS-S-SSP-4D,1,0.00,0.00,0.00,57775.30,-57775.30,-57775.30,Thai Baht
IV,2985714,2018-09-27,NetApp BV,X-52197-00-0E-C,1,0.00,0.00,0.00,498.33,-498.33,-498.33,Thai Baht
IV,2985714,2018-09-27,NetApp BV,CS-WARRANTY-EXTENSION,1,0.00,0.00,0.00,50114.21,-50114.21,-50114.21,Thai Baht
IV,2985714,2018-09-27,NetApp BV,X-26011-00,4,0.00,0.00,0.00,6391.11,-6391.11,-6391.11,Thai Baht
IV,2985714,2018-09-27,NetApp BV,X-33107-00-R6,1,0.00,0.00,0.00,373.83,-373.83,-373.83,Thai Baht
IV,2985714,2018-09-27,NetApp BV,X-80104-00-C,1,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2985714,2018-09-27,NetApp BV,PSNAP-MA,1,0.00,0.00,0.00,80000.00,-80000.00,-80000.00,Thai Baht
IV,2985714,2018-09-27,NetApp BV,E2812,1,575000.00,575000.00,575000.00,0.00,575000.00,575000.00,Thai Baht
IV,2985714,2018-09-27,NetApp BV,E-X5724A-0E-C,1,0.00,0.00,0.00,18798.23,-18798.23,-18798.23,Thai Baht
IV,2985714,2018-09-27,NetApp BV,E2800A-8GB-FC-0E-C,2,0.00,0.00,0.00,141981.41,-141981.41,-141981.41,Thai Baht
IV,2985714,2018-09-27,NetApp BV,OS-SANTRICITY1-CAP1-0E-C,960,0.00,0.00,0.00,52937.04,-52937.04,-52937.04,Thai Baht
IV,2985714,2018-09-27,NetApp BV,X-00061-00-0E-C,2,0.00,0.00,0.00,4229.64,-4229.64,-4229.64,Thai Baht
IV,2985714,2018-09-27,NetApp BV,DOC-DE2XXC-SYS-C,1,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2985714,2018-09-27,NetApp BV,E-X4127A-0E-C,12,0.00,0.00,0.00,116624.87,-116624.87,-116624.87,Thai Baht
IV,2985740,2018-09-27,Red Hat,RH00004,1,25000.00,25000.00,25000.00,23587.00,1413.00,1413.00,Thai Baht
IV,2985741,2018-09-27,Red Hat,RH00004,2,25000.00,50000.00,50000.00,47174.00,2826.00,2826.00,Thai Baht
IV,2985760,2018-09-27,Oracle Corp,L104650,10,8470.00,84700.00,84700.00,78559.00,6141.00,6141.00,Thai Baht
IV,2985760,2018-09-27,Oracle Corp,L104650#,10,1870.00,18700.00,18700.00,17282.85,1417.15,1417.15,Thai Baht
IV,2985805,2018-09-27,Symantec Enterprise,ATP-E-NEW-2500-5K-3Y,3500,691.95,2421825.00,2421825.00,2306430.00,115395.00,115395.00,Thai Baht
IV,2985808,2018-09-27,Symantec Enterprise,SEP-COM-1-24-AP-B,2,316.00,632.00,632.00,570.24,61.76,61.76,Thai Baht
IV,2985808,2018-09-27,Symantec Enterprise,SEP-CSUP-1-24-AP-B,2,395.00,790.00,790.00,712.80,77.20,77.20,Thai Baht
IV,2985809,2018-09-27,Symantec Enterprise,SEP-COM-1-24-AP-B,1,316.00,316.00,316.00,285.12,30.88,30.88,Thai Baht
IV,2985809,2018-09-27,Symantec Enterprise,SEP-CSUP-1-24-AP-B,1,395.00,395.00,395.00,356.40,38.60,38.60,Thai Baht
IV,2985814,2018-09-27,Symantec Enterprise,SEP-SUP-2500-5K,3500,0.00,0.00,0.00,1530270.00,-1530270.00,-1530270.00,Thai Baht
IV,2985814,2018-09-27,Symantec Enterprise,SEP-NEW-2500-5K,3500,619.97,2169895.00,2169895.00,486150.00,1683745.00,1683745.00,Thai Baht
IV,2985815,2018-09-27,Xiaomi eco,MGW4041GL,1,996.00,996.00,996.00,721.87,274.13,274.13,Thai Baht
IV,2985874,2018-09-27,VMWare Inc,VS6-ESSL-KIT-A,1,9000.00,9000.00,9000.00,8280.36,719.64,719.64,Thai Baht
IV,2985874,2018-09-27,VMWare Inc,VS6-ESSL-SUB-A,1,1400.00,1400.00,1400.00,1151.28,248.72,248.72,Thai Baht
IV,2985909,2018-09-27,Huawei Enterprise,02352FCW-88134UHD-36,2,0.00,0.00,0.00,34325.38,-34325.38,-34325.38,Thai Baht
IV,2985909,2018-09-27,Huawei Enterprise,88033NJC-88134UHK-36,2,0.00,0.00,0.00,12485.86,-12485.86,-12485.86,Thai Baht
IV,2985909,2018-09-27,Huawei Enterprise,02352FCW,2,301500.00,603000.00,603000.00,126361.06,476638.94,476638.94,Thai Baht
IV,2985909,2018-09-27,Huawei Enterprise,88033NJC,2,0.00,0.00,0.00,52019.96,-52019.96,-52019.96,Thai Baht
IV,2985909,2018-09-27,Huawei Enterprise,88033NHX,2,0.00,0.00,0.00,22546.26,-22546.26,-22546.26,Thai Baht
IV,2985909,2018-09-27,Huawei Enterprise,88033NHX-88134UHK-36,2,0.00,0.00,0.00,5412.40,-5412.40,-5412.40,Thai Baht
IV,2985909,2018-09-27,Huawei Enterprise,03022VGB,4,0.00,0.00,0.00,91490.88,-91490.88,-91490.88,Thai Baht
IV,2985909,2018-09-27,Huawei Enterprise,02350SMW,20,0.00,0.00,0.00,217202.32,-217202.32,-217202.32,Thai Baht
IV,2985910,2018-09-27,Arista Networks,SVE-NCS-NET-1D.,1,4200000.00,4200000.00,4200000.00,4336232.85,-136232.85,-136232.85,Thai Baht
IV,2985910,2018-09-27,Arista Networks,SFP-10G-SR(ARISTA),575,6065.54,3487685.50,3487685.50,3269552.18,218133.32,218133.32,Thai Baht
IV,2985910,2018-09-27,Arista Networks,SFP-10G-SR(ARISTA),1,6067.50,6067.50,6067.50,5686.18,381.32,381.32,Thai Baht
IV,2985910,2018-09-27,Arista Networks,DCS-7010T-48-R,3,108976.00,326928.00,326928.00,306478.59,20449.41,20449.41,Thai Baht
IV,2985910,2018-09-27,Arista Networks,LIC-FIX-2-E,16,107871.25,1725940.00,1725940.00,1696761.60,29178.40,29178.40,Thai Baht
IV,2985910,2018-09-27,Arista Networks,SFP-10G-SR(ARISTA),27,6065.54,163769.58,163769.58,153526.79,10242.79,10242.79,Thai Baht
IV,2985910,2018-09-27,Arista Networks,SFP-10G-SR(ARISTA),1,6065.42,6065.42,6065.42,5686.18,379.24,379.24,Thai Baht
IV,2985910,2018-09-27,Arista Networks,SFP-1G-T,2,2153.50,4307.00,4307.00,4037.82,269.18,269.18,Thai Baht
IV,2985910,2018-09-27,Arista Networks,SVC-7010T-1M-4H,179,950.54,170146.66,170146.66,158907.25,11239.41,11239.41,Thai Baht
IV,2985910,2018-09-27,Arista Networks,SVC-7010T-1M-4H,1,951.34,951.34,951.34,887.75,63.59,63.59,Thai Baht
IV,2985910,2018-09-27,Arista Networks,SVC-7050SX2-72Q-1M-4H,239,3992.28,954154.92,954154.92,891123.45,63031.47,63031.47,Thai Baht
IV,2985910,2018-09-27,Arista Networks,SVC-7050SX2-72Q-1M-4H,1,3993.08,3993.08,3993.08,3728.55,264.53,264.53,Thai Baht
IV,2985910,2018-09-27,Arista Networks,DCS-7280SR-48C6-R,12,381574.00,4578888.00,4578888.00,4292616.93,286271.07,286271.07,Thai Baht
IV,2985910,2018-09-27,Arista Networks,QSFP-100G-SWDM4,95,40823.16,3878200.20,3878200.20,3635639.79,242560.41,242560.41,Thai Baht
IV,2985910,2018-09-27,Arista Networks,QSFP-100G-SWDM4,1,40822.80,40822.80,40822.80,38269.89,2552.91,2552.91,Thai Baht
IV,2985910,2018-09-27,Arista Networks,CAB-Q-Q-100G-2M,20,7428.60,148572.00,148572.00,139279.41,9292.59,9292.59,Thai Baht
IV,2985910,2018-09-27,Arista Networks,DCS-7050SX2-72Q-R,4,313431.75,1253727.00,1253727.00,1175313.76,78413.24,78413.24,Thai Baht
IV,2985910,2018-09-27,Arista Networks,LIC-7048-E,3,48988.00,146964.00,146964.00,137254.86,9709.14,9709.14,Thai Baht
IV,2985910,2018-09-27,Arista Networks,AN-ON-01,1,2300000.00,2300000.00,2300000.00,0.00,2300000.00,2300000.00,Thai Baht
IV,2985910,2018-09-27,Arista Networks,SVC-7280SR-48C6-1M-4H,720,4943.00,3558960.00,3558960.00,3323736.00,235224.00,235224.00,Thai Baht
IV,2985954,2018-09-27,Quest Software,EEB-KCE-PS,1900,135.00,256500.00,255217.50,240140.05,15077.45,16359.95,Thai Baht
IV,2985954,2018-09-27,Quest Software,CAA-KCE-CSNBD,1,20500.00,20500.00,20397.50,20100.00,297.50,400.00,Thai Baht
IV,2985954,2018-09-27,Quest Software,EED-KCE-PB,1,52140.00,52140.00,51879.30,47637.00,4242.30,4503.00,Thai Baht
IV,2985954,2018-09-27,Quest Software,EEA-KCE-PS,1,53000.00,53000.00,52735.00,50250.00,2485.00,2750.00,Thai Baht
IV,2985959,2018-09-27,Symantec Enterprise,SEP-NEW-AG-250-500,310,195.00,60450.00,60450.00,57917.30,2532.70,2532.70,Thai Baht
IV,2985959,2018-09-27,Symantec Enterprise,SEP-SUP-AG-250-500,310,249.00,77190.00,77190.00,72034.70,5155.30,5155.30,Thai Baht
IV,2985960,2018-09-27,Symantec Enterprise,SEP-COM-1-24-AP-B,5,235.00,1175.00,1175.00,941.76,233.24,233.24,Thai Baht
IV,2985960,2018-09-27,Symantec Enterprise,SEP-CSUP-1-24-AP-B,5,395.00,1975.00,1975.00,1765.80,209.20,209.20,Thai Baht
IV,2985961,2018-09-27,Symantec Enterprise,SEP-CSUP-1-24-AP-B,15,679.40,10191.00,10191.00,5313.60,4877.40,4877.40,Thai Baht
IV,2985961,2018-09-27,Symantec Enterprise,SEP-COM-1-24-AP-B,15,0.00,0.00,0.00,4250.88,-4250.88,-4250.88,Thai Baht
IV,2986031,2018-09-27,Symantec Cloud Enterprise,ATP-EC-NEW-2500-4999-1Y,3500,174.00,609000.00,609000.00,591706.50,17293.50,17293.50,Thai Baht
IV,2986031,2018-09-27,Symantec Cloud Enterprise,EML-SGC-NEW-2500-4999-1Y,3500,175.00,612500.00,612500.00,532192.50,80307.50,80307.50,Thai Baht
IV,2986118,2018-09-27,Fujitsu Scanner,PA03770-B001,1,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2986118,2018-09-27,Fujitsu Scanner,PA03740-B301,1,90000.00,90000.00,90000.00,86000.00,4000.00,4000.00,Thai Baht
IV,2986146,2018-09-27,Fujitsu Scanner,PA03670-B551,10,36700.00,367000.00,367000.00,280000.00,87000.00,87000.00,Thai Baht
IV,2986146,2018-09-27,Fujitsu Scanner,PA03670-B051,50,18300.00,915000.00,915000.00,879993.00,35007.00,35007.00,Thai Baht
IV,2986146,2018-09-27,Fujitsu Scanner,PA03670-B051,300,18800.00,5640000.00,5640000.00,5082933.00,557067.00,557067.00,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,"6,200,224.00 ",36,0.00,0.00,0.00,462353.98,-462353.98,-462353.98,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,"6,200,224.00 ",16,0.00,0.00,0.00,205490.66,-205490.66,-205490.66,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,"21,240,142.00 ",1,0.00,0.00,0.00,1344.68,-1344.68,-1344.68,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,"21,240,142.00 ",2,0.00,0.00,0.00,2688.85,-2688.85,-2688.85,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,02312DGV,2,0.00,0.00,0.00,4117.55,-4117.55,-4117.55,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,02311XTX,2,0.00,0.00,0.00,80610.62,-80610.62,-80610.62,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,"6,320,119.00 ",16,0.00,0.00,0.00,4597855.52,-4597855.52,-4597855.52,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,02351QKY,2,0.00,0.00,0.00,163399.91,-163399.91,-163399.91,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,03022PKQ,2,0.00,0.00,0.00,6801.69,-6801.69,-6801.69,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,02312CBK,1,9743300.00,9743300.00,9743300.00,38126.64,9705173.36,9705173.36,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,03022PKQ,1,0.00,0.00,0.00,3400.84,-3400.84,-3400.84,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,02312CBK-88134UHD-36,3,0.00,0.00,0.00,101411.94,-101411.94,-101411.94,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,02351QKY-88134UHD-36,3,0.00,0.00,0.00,54262.41,-54262.41,-54262.41,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,02312CBK,2,0.00,0.00,0.00,76253.30,-76253.30,-76253.30,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,"41,020,655.00 ",4,0.00,0.00,0.00,543359.16,-543359.16,-543359.16,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,03024MCK,2,0.00,0.00,0.00,17407.41,-17407.41,-17407.41,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,"41,020,655.00 ",2,0.00,0.00,0.00,271679.57,-271679.57,-271679.57,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,03024MCK,1,0.00,0.00,0.00,8703.70,-8703.70,-8703.70,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,02312DGV,1,0.00,0.00,0.00,2058.77,-2058.77,-2058.77,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,02311XTX,1,0.00,0.00,0.00,40305.31,-40305.31,-40305.31,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,"6,320,119.00 ",8,0.00,0.00,0.00,2298927.76,-2298927.76,-2298927.76,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,02351QKY,1,0.00,0.00,0.00,81699.95,-81699.95,-81699.95,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,02311HAN,8,0.00,0.00,0.00,59172.03,-59172.03,-59172.03,Thai Baht
IV,2986184,2018-09-28,Huawei Enterprise,02311HAN,4,0.00,0.00,0.00,29586.01,-29586.01,-29586.01,Thai Baht
IV,2986204,2018-09-28,Fortinet RR,FG-100E-BDL,1,55000.00,55000.00,55000.00,53413.43,1586.57,1586.57,Thai Baht
IV,2986325,2018-09-28,Symantec Enterprise,ALT-NEW-AG-2500-5K,4000,911.00,3644000.00,3644000.00,2452500.00,1191500.00,1191500.00,Thai Baht
IV,2986325,2018-09-28,Symantec Enterprise,ALT-SUP-AG-2500-5K,4000,0.00,0.00,0.00,817500.00,-817500.00,-817500.00,Thai Baht
IV,2986329,2018-09-28,Symantec Enterprise,ALT-NEW-AG-2500-5K-1Y,3160,360.76,1140001.60,1140001.60,1022929.29,117072.31,117072.31,Thai Baht
IV,2986329,2018-09-28,Symantec Enterprise,SPS-EE-NEW-AG-2500-5K,3180,182.39,580000.20,580000.20,566665.82,13334.38,13334.38,Thai Baht
IV,2986329,2018-09-28,Symantec Enterprise,SPS-EE-SUP-AG-2500-5K,3180,245.28,779990.40,779990.40,735123.14,44867.26,44867.26,Thai Baht
IV,2986377,2018-09-28,Symantec Enterprise,SEP-COM-50-99-AP-B,70,226.00,15820.00,15820.00,15221.85,598.15,598.15,Thai Baht
IV,2986377,2018-09-28,Symantec Enterprise,SEP-CSUP-50-99-AP-B,70,285.00,19950.00,19950.00,19044.48,905.52,905.52,Thai Baht
IV,2986377,2018-09-28,Symantec Enterprise,SEP-CSUP-50-99-AP-B,70,285.00,19950.00,19950.00,19044.48,905.52,905.52,Thai Baht
IV,2986377,2018-09-28,Symantec Enterprise,SEP-CSUP-50-99-AP-B,70,285.00,19950.00,19950.00,19044.48,905.52,905.52,Thai Baht
IV,2986509,2018-09-28,NetApp BV,E2812,1,475000.00,475000.00,475000.00,0.00,475000.00,475000.00,Thai Baht
IV,2986509,2018-09-28,NetApp BV,E-X5724A-0E-C,1,0.00,0.00,0.00,20135.95,-20135.95,-20135.95,Thai Baht
IV,2986509,2018-09-28,NetApp BV,E2800A-8GB-FC-0E-C,2,0.00,0.00,0.00,149237.10,-149237.10,-149237.10,Thai Baht
IV,2986509,2018-09-28,NetApp BV,E-X4103A-0E-C,12,0.00,0.00,0.00,75508.80,-75508.80,-75508.80,Thai Baht
IV,2986509,2018-09-28,NetApp BV,OS-SANTRICITY1-CAP1-0E-C,480,0.00,0.00,0.00,28429.14,-28429.14,-28429.14,Thai Baht
IV,2986509,2018-09-28,NetApp BV,X-00061-00-0E-C,2,0.00,0.00,0.00,4530.56,-4530.56,-4530.56,Thai Baht
IV,2986509,2018-09-28,NetApp BV,DOC-DE2XXC-SYS-C,1,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2986509,2018-09-28,NetApp BV,X-52197-00-0E-C,1,0.00,0.00,0.00,533.73,-533.73,-533.73,Thai Baht
IV,2986509,2018-09-28,NetApp BV,X-26011-00,4,0.00,0.00,0.00,6845.87,-6845.87,-6845.87,Thai Baht
IV,2986509,2018-09-28,NetApp BV,X-33107-00-R6,1,0.00,0.00,0.00,397.33,-397.33,-397.33,Thai Baht
IV,2986509,2018-09-28,NetApp BV,CS-S-SSP-4D,1,0.00,0.00,0.00,37239.05,-37239.05,-37239.05,Thai Baht
IV,2986509,2018-09-28,NetApp BV,X6562-R6,2,0.00,0.00,0.00,168.15,-168.15,-168.15,Thai Baht
IV,2986509,2018-09-28,NetApp BV,CS-WARRANTY-EXTENSION,1,0.00,0.00,0.00,28534.33,-28534.33,-28534.33,Thai Baht
IV,2986509,2018-09-28,NetApp BV,X-80104-00-C,1,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2986509,2018-09-28,NetApp BV,PSNAP-MA,1,0.00,0.00,0.00,80000.00,-80000.00,-80000.00,Thai Baht
IV,2986509,2018-09-28,NetApp BV,X-48895-00-0E-R6-C,4,0.00,0.00,0.00,16108.49,-16108.49,-16108.49,Thai Baht
IV,2986520,2018-09-28,VMWare Inc,CL17-ADV-3P-SSS-A..,11,128500.00,1413500.00,1413500.00,926401.63,487098.37,487098.37,Thai Baht
IV,2986520,2018-09-28,VMWare Inc,CL17-ADV-3P-SSS-A.,1,128500.00,128500.00,128500.00,652357.28,-523857.28,-523857.28,Thai Baht
IV,2986520,2018-09-28,VMWare Inc,ST6-EN-3P-SSS-A.,12,87597.00,1051164.00,1051164.00,688979.76,362184.24,362184.24,Thai Baht
IV,2986520,2018-09-28,VMWare Inc,CL17-ADV-A,12,116800.00,1401600.00,1401600.00,1443742.80,-42142.80,-42142.80,Thai Baht
IV,2986520,2018-09-28,VMWare Inc,ST6-EN-A,12,78770.00,945240.00,945240.00,1024252.86,-79012.86,-79012.86,Thai Baht
IV,2986573,2018-09-28,Red Hat,RH00008RN,12,44500.00,534000.00,534000.00,512904.96,21095.04,21095.04,Thai Baht
IV,2986573,2018-09-28,Red Hat,RH00008RN,3,44500.00,133500.00,133500.00,128226.24,5273.76,5273.76,Thai Baht
IV,2986799,2018-09-28,Symantec Enterprise,MSS-LRAPPOS-EXT-250-1Y,1,2630000.00,2630000.00,2630000.00,132830.22,2497169.78,2497169.78,Thai Baht
IV,2986799,2018-09-28,Symantec Enterprise,MSS-LRA1LR-EXT-1Y,7,0.00,0.00,0.00,436582.65,-436582.65,-436582.65,Thai Baht
IV,2986799,2018-09-28,Symantec Enterprise,MSS-APT-EXT-1Y,1,0.00,0.00,0.00,555659.22,-555659.22,-555659.22,Thai Baht
IV,2986799,2018-09-28,Symantec Enterprise,MSS-LRNTWK-EXT-10-1Y,1,0.00,0.00,0.00,34204.77,-34204.77,-34204.77,Thai Baht
IV,2986799,2018-09-28,Symantec Enterprise,MSS-FWU-EXT-1Y,3,0.00,0.00,0.00,1117379.16,-1117379.16,-1117379.16,Thai Baht
IV,2986799,2018-09-28,Symantec Enterprise,MSS-OOSHD-FEE,12,0.00,0.00,0.00,208647.72,-208647.72,-208647.72,Thai Baht
IV,2986824,2018-09-28,Nutanix,C-CPU-2640v4,40,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2986824,2018-09-28,Nutanix,C-MEM-32GB-DDR4-2400,160,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2986824,2018-09-28,Nutanix,C-HDD-8TB-3.5,40,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2986824,2018-09-28,Nutanix,C-SSD-1920GB-3.5-C,20,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2986824,2018-09-28,Nutanix,C-NIC-10G-2-SI,20,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2986824,2018-09-28,Nutanix,L-PRO-1065-G5,20,0.00,0.00,0.00,492316.16,-492316.16,-492316.16,Thai Baht
IV,2986824,2018-09-28,Nutanix,C-CBL-NONE,5,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2986824,2018-09-28,Nutanix,NX-1465-G5-12350,5,3130000.00,15650000.00,15650000.00,9753472.34,5896527.66,5896527.66,Thai Baht
IV,2986824,2018-09-28,Nutanix,S-L34-1065-G5-50MO,1,0.00,0.00,0.00,4525603.77,-4525603.77,-4525603.77,Thai Baht
IV,2986878,2018-09-28,Nutanix,L-PRO-1065-G5-1YR,1,0.00,0.00,0.00,17256.41,-17256.41,-17256.41,Thai Baht
IV,2986878,2018-09-28,Nutanix,C-CBL-NONE,1,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2986878,2018-09-28,Nutanix,U-MEM-32GB-DDR4-2400,16,0.00,0.00,0.00,164460.58,-164460.58,-164460.58,Thai Baht
IV,2986878,2018-09-28,Nutanix,U-NODE-1065-G5-0B000,1,816810.00,816810.00,816810.00,514918.75,301891.25,301891.25,Thai Baht
IV,2986878,2018-09-28,Nutanix,S-PRD-1065-G5-14MO,1,0.00,0.00,0.00,59739.95,-59739.95,-59739.95,Thai Baht
IV,2986878,2018-09-28,Nutanix,C-NIC-10G-2-SI,1,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2986878,2018-09-28,Nutanix,C-CPU-2620V4,2,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2986878,2018-09-28,Nutanix,C-HDD-2TB-3.5,2,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2986878,2018-09-28,Nutanix,C-SSD-480GB-3.5-D,1,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2986878,2018-09-28,Nutanix,C-MEM-32R4-26A,16,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2986885,2018-09-28,Huawei Enterprise,"98,010,580.00 ",1,5500.00,5500.00,5500.00,4858.42,641.58,641.58,Thai Baht
IV,2986885,2018-09-28,Huawei Enterprise,98010580-88134UGQ-12,1,400.00,400.00,400.00,291.26,108.74,108.74,Thai Baht
IV,2987001,2018-09-28,VMWare Inc,V-WOS-CLD-D-G-C.,80,1274.00,101920.00,101920.00,73588.08,28331.92,28331.92,Thai Baht
IV,2987071,2018-09-28,NetApp BV,CS-S-SSP-4D,1,0.00,0.00,0.00,37239.05,-37239.05,-37239.05,Thai Baht
IV,2987071,2018-09-28,NetApp BV,X6562-R6,2,0.00,0.00,0.00,168.15,-168.15,-168.15,Thai Baht
IV,2987071,2018-09-28,NetApp BV,X-26011-00,4,0.00,0.00,0.00,6845.87,-6845.87,-6845.87,Thai Baht
IV,2987071,2018-09-28,NetApp BV,X-33107-00-R6,1,0.00,0.00,0.00,397.33,-397.33,-397.33,Thai Baht
IV,2987071,2018-09-28,NetApp BV,E2812,1,475000.00,475000.00,475000.00,0.00,475000.00,475000.00,Thai Baht
IV,2987071,2018-09-28,NetApp BV,E-X5724A-0E-C,1,0.00,0.00,0.00,20135.95,-20135.95,-20135.95,Thai Baht
IV,2987071,2018-09-28,NetApp BV,E2800A-8GB-FC-0E-C,2,0.00,0.00,0.00,149237.10,-149237.10,-149237.10,Thai Baht
IV,2987071,2018-09-28,NetApp BV,E-X4103A-0E-C,12,0.00,0.00,0.00,75508.80,-75508.80,-75508.80,Thai Baht
IV,2987071,2018-09-28,NetApp BV,OS-SANTRICITY1-CAP1-0E-C,480,0.00,0.00,0.00,28429.14,-28429.14,-28429.14,Thai Baht
IV,2987071,2018-09-28,NetApp BV,X-00061-00-0E-C,2,0.00,0.00,0.00,4530.56,-4530.56,-4530.56,Thai Baht
IV,2987071,2018-09-28,NetApp BV,DOC-DE2XXC-SYS-C,1,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2987071,2018-09-28,NetApp BV,X-52197-00-0E-C,1,0.00,0.00,0.00,533.73,-533.73,-533.73,Thai Baht
IV,2987071,2018-09-28,NetApp BV,X-48895-00-0E-R6-C,4,0.00,0.00,0.00,16108.49,-16108.49,-16108.49,Thai Baht
IV,2987071,2018-09-28,NetApp BV,CS-WARRANTY-EXTENSION,1,0.00,0.00,0.00,28534.33,-28534.33,-28534.33,Thai Baht
IV,2987071,2018-09-28,NetApp BV,X-80104-00-C,1,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2987071,2018-09-28,NetApp BV,PSNAP-MA,1,0.00,0.00,0.00,80000.00,-80000.00,-80000.00,Thai Baht
IV,2987073,2018-09-28,NetApp BV,CS-S-SSP-4D,1,0.00,0.00,0.00,37239.05,-37239.05,-37239.05,Thai Baht
IV,2987073,2018-09-28,NetApp BV,E2812,1,475000.00,475000.00,475000.00,0.00,475000.00,475000.00,Thai Baht
IV,2987073,2018-09-28,NetApp BV,E-X5724A-0E-C,1,0.00,0.00,0.00,20136.98,-20136.98,-20136.98,Thai Baht
IV,2987073,2018-09-28,NetApp BV,E2800A-8GB-FC-0E-C,2,0.00,0.00,0.00,169237.10,-169237.10,-169237.10,Thai Baht
IV,2987073,2018-09-28,NetApp BV,E-X4103A-0E-C,12,0.00,0.00,0.00,75508.80,-75508.80,-75508.80,Thai Baht
IV,2987073,2018-09-28,NetApp BV,OS-SANTRICITY1-CAP1-0E-C,480,0.00,0.00,0.00,28429.14,-28429.14,-28429.14,Thai Baht
IV,2987073,2018-09-28,NetApp BV,X-00061-00-0E-C,2,0.00,0.00,0.00,4530.56,-4530.56,-4530.56,Thai Baht
IV,2987073,2018-09-28,NetApp BV,DOC-DE2XXC-SYS-C,1,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2987073,2018-09-28,NetApp BV,X-52197-00-0E-C,1,0.00,0.00,0.00,533.73,-533.73,-533.73,Thai Baht
IV,2987073,2018-09-28,NetApp BV,PSNAP-MA,1,0.00,0.00,0.00,60000.00,-60000.00,-60000.00,Thai Baht
IV,2987073,2018-09-28,NetApp BV,X-26011-00,4,0.00,0.00,0.00,6845.87,-6845.87,-6845.87,Thai Baht
IV,2987073,2018-09-28,NetApp BV,X-33107-00-R6,1,0.00,0.00,0.00,396.30,-396.30,-396.30,Thai Baht
